"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"강원특별자치도 고성군 (5182000000)","26,800","26,800","1,171","1,580","2,218","2,350","2,733","4,518","5,799","3,723","2,326","370","12","13,724","13,724","587","845","1,376","1,330","1,500","2,465","2,980","1,729","827","83","2","13,076","13,076","584","735","842","1,020","1,233","2,053","2,819","1,994","1,499","287","10"
"강원특별자치도 양양군 (5183000000)","27,331","27,331","1,074","1,669","1,855","2,007","3,142","4,693","6,028","4,074","2,394","379","16","13,977","13,977","540","902","1,099","1,118","1,727","2,532","3,102","1,960","904","88","5","13,354","13,354","534","767","756","889","1,415","2,161","2,926","2,114","1,490","291","11"
"충청북도  (4300000000)","1,592,916","1,592,916","93,662","143,084","167,535","192,099","222,054","271,668","267,758","144,874","76,303","13,562","317","811,762","811,762","48,215","73,681","92,567","106,328","115,712","139,620","136,053","68,755","27,693","3,087","51","781,154","781,154","45,447","69,403","74,968","85,771","106,342","132,048","131,705","76,119","48,610","10,475","266"
"충청북도 청주시 (4311000000)","857,663","857,663","58,594","84,573","103,746","122,592","130,949","143,008","120,446","59,809","28,834","5,006","106","433,942","433,942","29,969","43,425","56,109","67,041","67,324","71,344","59,460","27,704","10,381","1,170","15","423,721","423,721","28,625","41,148","47,637","55,551","63,625","71,664","60,986","32,105","18,453","3,836","91"
"충청북도 청주시 상당구 (4311100000)","195,478","195,478","13,100","19,754","20,365","24,064","29,065","34,075","30,270","15,626","7,802","1,332","25","97,066","97,066","6,576","10,155","10,952","12,566","14,661","16,787","15,006","7,257","2,796","305","5","98,412","98,412","6,524","9,599","9,413","11,498","14,404","17,288","15,264","8,369","5,006","1,027","20"
"충청북도 청주시 서원구 (4311200000)","181,962","181,962","9,149","16,893","24,200","21,457","24,535","32,842","29,118","15,203","7,318","1,216","31","90,806","90,806","4,710","8,716","13,071","11,796","12,302","16,030","14,241","6,917","2,729","291","3","91,156","91,156","4,439","8,177","11,129","9,661","12,233","16,812","14,877","8,286","4,589","925","28"
"충청북도 청주시 흥덕구 (4311300000)","292,285","292,285","23,232","27,905","36,943","50,047","46,085","46,794","36,470","16,338","7,142","1,302","27","149,134","149,134","11,884","14,343","19,834","27,348","23,893","23,364","17,951","7,659","2,544","311","3","143,151","143,151","11,348","13,562","17,109","22,699","22,192","23,430","18,519","8,679","4,598","991","24"
"충청북도 청주시 청원구 (4311400000)","187,938","187,938","13,113","20,021","22,238","27,024","31,264","29,297","24,588","12,642","6,572","1,156","23","96,936","96,936","6,799","10,211","12,252","15,331","16,468","15,163","12,262","5,871","2,312","263","4","91,002","91,002","6,314","9,810","9,986","11,693","14,796","14,134","12,326","6,771","4,260","893","19"
"충청북도 충주시 (4313000000)","207,018","207,018","10,949","17,379","20,345","22,613","27,461","36,246","37,836","20,565","11,512","2,063","49","104,949","104,949","5,641","8,923","11,557","12,782","14,183","18,456","19,150","9,572","4,211","462","12","102,069","102,069","5,308","8,456","8,788","9,831","13,278","17,790","18,686","10,993","7,301","1,601","37"
"충청북도 제천시 (4315000000)","128,152","128,152","6,133","10,813","12,861","11,291","15,280","22,561","25,295","14,916","7,763","1,201","38","64,656","64,656","3,262","5,494","7,170","6,261","7,906","11,570","12,694","7,128","2,904","263","4","63,496","63,496","2,871","5,319","5,691","5,030","7,374","10,991","12,601","7,788","4,859","938","34"
"충청북도 보은군 (4372000000)","30,256","30,256","970","1,735","1,734","1,758","2,676","4,856","7,677","4,983","3,139","719","9","15,403","15,403","513","911","1,037","993","1,465","2,696","4,087","2,448","1,088","162","3","14,853","14,853","457","824","697","765","1,211","2,160","3,590","2,535","2,051","557","6"
"충청북도 옥천군 (4373000000)","48,340","48,340","1,673","3,483","3,384","3,158","5,172","8,358","10,928","7,289","4,023","854","18","24,493","24,493","885","1,826","1,924","1,712","2,682","4,441","5,750","3,609","1,448","214","2","23,847","23,847","788","1,657","1,460","1,446","2,490","3,917","5,178","3,680","2,575","640","16"
"충청북도 영동군 (4374000000)","42,796","42,796","1,315","2,724","2,864","2,528","3,868","7,401","10,276","6,895","4,217","692","16","21,578","21,578","678","1,420","1,598","1,402","2,076","4,055","5,348","3,329","1,512","159","1","21,218","21,218","637","1,304","1,266","1,126","1,792","3,346","4,928","3,566","2,705","533","15"
"충청북도 증평군 (4374500000)","37,084","37,084","2,296","3,410","3,708","4,567","5,260","6,312","6,113","3,366","1,746","301","5","19,344","19,344","1,185","1,773","2,172","2,584","2,868","3,345","3,124","1,603","628","61","1","17,740","17,740","1,111","1,637","1,536","1,983","2,392","2,967","2,989","1,763","1,118","240","4"
"충청북도 진천군 (4375000000)","86,121","86,121","5,906","8,530","7,475","10,800","13,946","14,707","13,417","6,755","3,821","750","14","45,505","45,505","3,115","4,387","4,348","6,085","7,577","8,055","7,164","3,264","1,356","154","0","40,616","40,616","2,791","4,143","3,127","4,715","6,369","6,652","6,253","3,491","2,465","596","14"
"충청북도 괴산군 (4376000000)","35,627","35,627","972","1,665","1,883","1,881","2,916","6,106","9,827","6,118","3,612","631","16","18,497","18,497","511","853","1,118","1,106","1,615","3,392","5,348","3,091","1,324","138","1","17,130","17,130","461","812","765","775","1,301","2,714","4,479","3,027","2,288","493","15"
"충청북도 음성군 (4377000000)","92,945","92,945","4,073","7,217","7,966","9,303","12,090","17,439","18,746","9,827","5,262","986","36","49,638","49,638","2,069","3,828","4,597","5,450","6,712","9,730","10,157","4,892","1,974","219","10","43,307","43,307","2,004","3,389","3,369","3,853","5,378","7,709","8,589","4,935","3,288","767","26"
"충청북도 단양군 (4380000000)","26,914","26,914","781","1,555","1,569","1,608","2,436","4,674","7,197","4,351","2,374","359","10","13,757","13,757","387","841","937","912","1,304","2,536","3,771","2,115","867","85","2","13,157","13,157","394","714","632","696","1,132","2,138","3,426","2,236","1,507","274","8"
"충청남도  (4400000000)","2,136,678","2,136,678","127,545","202,717","213,786","252,123","314,645","352,056","339,630","200,868","110,219","22,605","484","1,096,883","1,096,883","65,379","104,685","118,215","138,447","167,763","186,926","173,958","95,813","40,119","5,501","77","1,039,795","1,039,795","62,166","98,032","95,571","113,676","146,882","165,130","165,672","105,055","70,100","17,104","407"
"충청남도 천안시 (4413000000)","663,858","663,858","44,085","68,015","86,106","98,095","109,426","110,981","86,212","39,314","18,231","3,323","70","340,457","340,457","22,624","34,896","45,810","53,345","57,560","56,476","43,771","18,556","6,647","762","10","323,401","323,401","21,461","33,119","40,296","44,750","51,866","54,505","42,441","20,758","11,584","2,561","60"
"충청남도 천안시 동남구 (4413100000)","262,368","262,368","14,632","25,110","32,711","32,972","39,338","45,887","40,432","20,035","9,428","1,782","41","132,930","132,930","7,472","12,865","17,186","17,928","20,380","23,341","20,292","9,533","3,508","419","6","129,438","129,438","7,160","12,245","15,525","15,044","18,958","22,546","20,140","10,502","5,920","1,363","35"
"충청남도 천안시 서북구 (4413300000)","401,490","401,490","29,453","42,905","53,395","65,123","70,088","65,094","45,780","19,279","8,803","1,541","29","207,527","207,527","15,152","22,031","28,624","35,417","37,180","33,135","23,479","9,023","3,139","343","4","193,963","193,963","14,301","20,874","24,771","29,706","32,908","31,959","22,301","10,256","5,664","1,198","25"
"충청남도 공주시 (4415000000)","100,379","100,379","3,666","7,810","10,314","8,076","11,068","16,279","20,707","13,256","7,492","1,675","36","50,069","50,069","1,905","4,040","5,229","4,495","5,800","8,477","10,489","6,482","2,719","427","6","50,310","50,310","1,761","3,770","5,085","3,581","5,268","7,802","10,218","6,774","4,773","1,248","30"
"충청남도 보령시 (4418000000)","92,335","92,335","3,986","7,103","7,043","7,420","11,267","15,823","18,605","12,802","6,904","1,343","39","46,788","46,788","2,033","3,631","4,050","4,166","6,131","8,563","9,428","5,965","2,518","297","6","45,547","45,547","1,953","3,472","2,993","3,254","5,136","7,260","9,177","6,837","4,386","1,046","33"
"충청남도 아산시 (4420000000)","358,767","358,767","28,951","40,233","38,070","52,377","64,142","55,731","42,923","22,688","11,479","2,138","35","187,137","187,137","14,822","20,757","21,186","28,133","34,562","30,129","22,271","10,511","4,247","510","9","171,630","171,630","14,129","19,476","16,884","24,244","29,580","25,602","20,652","12,177","7,232","1,628","26"
"충청남도 서산시 (4421000000)","172,752","172,752","10,624","16,895","15,733","19,552","25,413","29,678","27,446","16,198","9,110","2,051","52","90,485","90,485","5,478","8,732","9,610","11,309","13,629","15,853","14,107","7,849","3,425","489","4","82,267","82,267","5,146","8,163","6,123","8,243","11,784","13,825","13,339","8,349","5,685","1,562","48"
"충청남도 논산시 (4423000000)","106,983","106,983","4,722","8,349","8,486","9,099","12,201","18,024","21,515","14,349","8,415","1,787","36","53,647","53,647","2,446","4,334","4,733","4,975","6,427","9,646","10,942","6,784","2,950","404","6","53,336","53,336","2,276","4,015","3,753","4,124","5,774","8,378","10,573","7,565","5,465","1,383","30"
"충청남도 계룡시 (4425000000)","45,986","45,986","3,243","6,111","4,419","5,259","7,904","8,340","6,119","3,021","1,284","279","7","22,903","22,903","1,665","3,159","2,487","2,749","3,829","4,114","2,901","1,478","456","63","2","23,083","23,083","1,578","2,952","1,932","2,510","4,075","4,226","3,218","1,543","828","216","5"
"충청남도 당진시 (4427000000)","172,607","172,607","11,584","16,994","14,153","20,531","27,783","28,883","26,800","15,407","8,691","1,743","38","92,731","92,731","5,916","8,834","8,390","11,913","15,577","16,465","14,358","7,527","3,264","481","6","79,876","79,876","5,668","8,160","5,763","8,618","12,206","12,418","12,442","7,880","5,427","1,262","32"
"충청남도 금산군 (4471000000)","49,014","49,014","1,562","3,974","3,154","2,944","4,933","8,440","11,073","7,590","4,467","862","15","24,914","24,914","780","2,116","1,813","1,573","2,595","4,679","5,868","3,717","1,544","228","1","24,100","24,100","782","1,858","1,341","1,371","2,338","3,761","5,205","3,873","2,923","634","14"
"충청남도 부여군 (4476000000)","58,529","58,529","1,685","3,835","3,657","3,435","5,465","9,101","13,529","9,942","6,401","1,441","38","29,174","29,174","885","2,046","2,046","1,897","2,989","4,957","6,919","4,720","2,333","377","5","29,355","29,355","800","1,789","1,611","1,538","2,476","4,144","6,610","5,222","4,068","1,064","33"
"충청남도 서천군 (4477000000)","47,388","47,388","1,414","2,840","2,864","2,757","4,388","7,419","10,545","8,525","5,399","1,219","18","23,561","23,561","720","1,462","1,642","1,548","2,429","4,065","5,466","4,007","1,932","287","3","23,827","23,827","694","1,378","1,222","1,209","1,959","3,354","5,079","4,518","3,467","932","15"
"충청남도 청양군 (4479000000)","29,294","29,294","821","1,839","2,118","1,714","2,519","4,482","6,929","4,877","3,254","732","9","14,976","14,976","403","978","1,274","946","1,436","2,548","3,605","2,435","1,149","198","4","14,318","14,318","418","861","844","768","1,083","1,934","3,324","2,442","2,105","534","5"
"충청남도 홍성군 (4480000000)","100,227","100,227","5,922","9,438","8,325","10,338","13,229","16,099","17,141","11,514","6,735","1,455","31","50,193","50,193","3,033","4,859","4,611","5,574","6,718","8,586","8,609","5,467","2,362","369","5","50,034","50,034","2,889","4,579","3,714","4,764","6,511","7,513","8,532","6,047","4,373","1,086","26"
"충청남도 예산군 (4481000000)","78,947","78,947","3,314","5,491","5,477","6,575","8,562","12,874","16,560","11,632","6,984","1,440","38","39,647","39,647","1,664","2,890","3,065","3,560","4,579","6,981","8,429","5,565","2,545","364","5","39,300","39,300","1,650","2,601","2,412","3,015","3,983","5,893","8,131","6,067","4,439","1,076","33"
"충청남도 태안군 (4482500000)","59,612","59,612","1,966","3,790","3,867","3,951","6,345","9,902","13,526","9,753","5,373","1,117","22","30,201","30,201","1,005","1,951","2,269","2,264","3,502","5,387","6,795","4,750","2,028","245","5","29,411","29,411","961","1,839","1,598","1,687","2,843","4,515","6,731","5,003","3,345","872","17"
"전북특별자치도  (5200000000)","1,726,914","1,726,914","88,976","159,801","173,949","172,886","228,144","299,176","290,258","189,498","103,762","20,009","455","860,355","860,355","45,394","82,520","94,539","90,787","116,486","155,203","146,015","88,069","36,680","4,609","53","866,559","866,559","43,582","77,281","79,410","82,099","111,658","143,973","144,243","101,429","67,082","15,400","402"
"전북특별자치도 전주시 (5211000000)","627,953","627,953","37,444","66,462","77,843","75,277","92,881","108,427","88,315","52,468","24,515","4,247","74","307,966","307,966","19,164","34,057","40,829","39,004","45,610","53,347","41,990","23,534","9,319","1,104","8","319,987","319,987","18,280","32,405","37,014","36,273","47,271","55,080","46,325","28,934","15,196","3,143","66"
"전북특별자치도 전주시 완산구 (5211100000)","317,616","317,616","16,420","31,304","39,794","36,708","44,170","56,702","48,233","28,794","13,038","2,409","44","153,860","153,860","8,434","16,086","20,691","19,018","21,414","27,235","22,536","12,980","4,850","612","4","163,756","163,756","7,986","15,218","19,103","17,690","22,756","29,467","25,697","15,814","8,188","1,797","40"
"전북특별자치도 전주시 덕진구 (5211300000)","310,337","310,337","21,024","35,158","38,049","38,569","48,711","51,725","40,082","23,674","11,477","1,838","30","154,106","154,106","10,730","17,971","20,138","19,986","24,196","26,112","19,454","10,554","4,469","492","4","156,231","156,231","10,294","17,187","17,911","18,583","24,515","25,613","20,628","13,120","7,008","1,346","26"
"전북특별자치도 군산시 (5213000000)","256,585","256,585","14,082","25,209","24,315","25,941","38,071","45,736","41,740","26,914","12,351","2,173","53","130,235","130,235","7,091","13,003","13,685","13,869","19,828","24,121","20,946","12,634","4,549","504","5","126,350","126,350","6,991","12,206","10,630","12,072","18,243","21,615","20,794","14,280","7,802","1,669","48"
"전북특별자치도 익산시 (5214000000)","267,346","267,346","13,048","24,655","29,021","27,021","34,574","47,618","46,044","28,318","14,260","2,729","58","133,005","133,005","6,566","12,642","15,874","14,350","17,708","24,092","22,971","13,147","5,032","617","6","134,341","134,341","6,482","12,013","13,147","12,671","16,866","23,526","23,073","15,171","9,228","2,112","52"
"전북특별자치도 정읍시 (5218000000)","100,740","100,740","4,248","8,098","8,166","7,805","11,543","17,798","19,065","13,463","8,663","1,850","41","50,307","50,307","2,196","4,257","4,588","4,205","6,021","9,548","9,940","6,161","2,975","409","7","50,433","50,433","2,052","3,841","3,578","3,600","5,522","8,250","9,125","7,302","5,688","1,441","34"
"전북특별자치도 남원시 (5219000000)","74,570","74,570","3,278","6,039","5,652","5,439","8,236","13,393","14,135","10,425","6,527","1,409","37","36,626","36,626","1,691","3,180","3,156","2,822","4,153","7,016","7,261","4,879","2,171","290","7","37,944","37,944","1,587","2,859","2,496","2,617","4,083","6,377","6,874","5,546","4,356","1,119","30"
"전북특별자치도 김제시 (5221000000)","81,554","81,554","3,449","5,632","6,347","6,708","8,755","13,249","16,335","11,825","7,522","1,695","37","40,908","40,908","1,758","2,915","3,574","3,564","4,805","7,438","8,492","5,514","2,474","368","6","40,646","40,646","1,691","2,717","2,773","3,144","3,950","5,811","7,843","6,311","5,048","1,327","31"
"전북특별자치도 완주군 (5271000000)","100,490","100,490","5,767","8,738","8,878","11,283","13,301","16,938","17,478","10,967","5,898","1,216","26","51,656","51,656","2,959","4,538","4,925","5,865","6,998","9,305","9,228","5,506","2,059","271","2","48,834","48,834","2,808","4,200","3,953","5,418","6,303","7,633","8,250","5,461","3,839","945","24"
"전북특별자치도 진안군 (5272000000)","24,192","24,192","855","1,461","1,514","1,346","2,050","4,082","5,680","4,024","2,629","533","18","12,379","12,379","436","735","868","666","1,131","2,314","3,152","2,008","949","118","2","11,813","11,813","419","726","646","680","919","1,768","2,528","2,016","1,680","415","16"
"전북특별자치도 무주군 (5273000000)","22,813","22,813","717","1,651","1,439","1,430","2,216","3,892","4,985","3,522","2,479","471","11","11,467","11,467","356","862","794","783","1,185","2,198","2,677","1,652","844","114","2","11,346","11,346","361","789","645","647","1,031","1,694","2,308","1,870","1,635","357","9"
"전북특별자치도 장수군 (5274000000)","20,376","20,376","674","1,436","1,223","1,181","1,942","3,390","4,451","3,398","2,225","444","12","10,268","10,268","349","744","696","629","1,092","1,891","2,375","1,667","714","109","2","10,108","10,108","325","692","527","552","850","1,499","2,076","1,731","1,511","335","10"
"전북특별자치도 임실군 (5275000000)","25,259","25,259","978","1,364","1,434","1,612","2,184","3,991","5,699","4,256","3,074","651","16","13,070","13,070","495","716","859","873","1,278","2,296","3,235","2,101","1,055","160","2","12,189","12,189","483","648","575","739","906","1,695","2,464","2,155","2,019","491","14"
"전북특별자치도 순창군 (5277000000)","27,078","27,078","1,072","1,981","1,949","1,650","2,738","4,563","5,578","3,997","2,975","557","18","13,370","13,370","549","1,026","1,096","812","1,443","2,555","2,979","1,849","929","131","1","13,708","13,708","523","955","853","838","1,295","2,008","2,599","2,148","2,046","426","17"
"전북특별자치도 고창군 (5279000000)","50,542","50,542","1,748","3,886","3,110","3,179","4,822","8,168","10,583","8,154","5,743","1,110","39","25,333","25,333","912","2,194","1,814","1,687","2,628","4,631","5,488","3,826","1,925","225","3","25,209","25,209","836","1,692","1,296","1,492","2,194","3,537","5,095","4,328","3,818","885","36"
"전북특별자치도 부안군 (5280000000)","47,416","47,416","1,616","3,189","3,058","3,014","4,831","7,931","10,170","7,767","4,901","924","15","23,765","23,765","872","1,651","1,781","1,658","2,606","4,451","5,281","3,591","1,685","189","0","23,651","23,651","744","1,538","1,277","1,356","2,225","3,480","4,889","4,176","3,216","735","15"
"전라남도  (4600000000)","1,779,263","1,779,263","96,402","155,674","160,543","170,000","227,947","304,337","315,450","203,106","123,095","22,166","543","898,708","898,708","49,253","79,970","89,773","90,318","120,446","163,895","163,441","95,531","41,412","4,594","75","880,555","880,555","47,149","75,704","70,770","79,682","107,501","140,442","152,009","107,575","81,683","17,572","468"
"전라남도 목포시 (4611000000)","203,987","203,987","10,481","21,678","21,578","19,675","31,294","36,623","32,078","19,884","9,368","1,296","32","101,365","101,365","5,371","11,127","11,754","10,283","16,050","18,941","15,259","8,862","3,419","294","5","102,622","102,622","5,110","10,551","9,824","9,392","15,244","17,682","16,819","11,022","5,949","1,002","27"
"전라남도 여수시 (4613000000)","263,999","263,999","14,702","23,885","26,105","27,272","36,078","46,102","45,352","29,025","13,355","2,063","60","134,242","134,242","7,534","12,142","14,766","14,956","18,944","24,208","22,670","13,716","4,871","429","6","129,757","129,757","7,168","11,743","11,339","12,316","17,134","21,894","22,682","15,309","8,484","1,634","54"
"전라남도 순천시 (4615000000)","275,473","275,473","18,199","28,065","30,179","32,597","38,725","48,197","42,980","22,542","11,649","2,289","51","137,569","137,569","9,324","14,473","16,475","17,072","19,280","24,090","21,569","10,751","4,029","497","9","137,904","137,904","8,875","13,592","13,704","15,525","19,445","24,107","21,411","11,791","7,620","1,792","42"
"전라남도 나주시 (4617000000)","117,173","117,173","8,507","10,460","10,179","14,508","16,586","17,530","18,686","11,824","7,499","1,360","34","59,270","59,270","4,333","5,414","5,405","7,358","8,837","9,703","9,852","5,547","2,515","297","9","57,903","57,903","4,174","5,046","4,774","7,150","7,749","7,827","8,834","6,277","4,984","1,063","25"
"전라남도 광양시 (4623000000)","155,281","155,281","10,864","15,858","16,245","19,891","22,604","29,862","23,284","10,560","5,057","1,032","24","81,530","81,530","5,554","8,066","9,464","11,068","12,011","15,689","12,527","5,232","1,725","194","0","73,751","73,751","5,310","7,792","6,781","8,823","10,593","14,173","10,757","5,328","3,332","838","24"
"전라남도 담양군 (4671000000)","44,201","44,201","1,663","2,855","3,220","3,162","4,358","7,592","9,749","6,471","4,342","764","25","22,325","22,325","855","1,488","1,853","1,614","2,358","4,172","5,257","3,112","1,447","165","4","21,876","21,876","808","1,367","1,367","1,548","2,000","3,420","4,492","3,359","2,895","599","21"
"전라남도 곡성군 (4672000000)","26,621","26,621","753","1,561","1,783","1,666","2,348","4,479","5,965","4,166","3,135","748","17","13,273","13,273","373","846","999","862","1,290","2,457","3,273","2,010","995","166","2","13,348","13,348","380","715","784","804","1,058","2,022","2,692","2,156","2,140","582","15"
"전라남도 구례군 (4673000000)","23,809","23,809","732","1,517","1,489","1,243","2,172","4,146","5,365","3,810","2,817","505","13","11,633","11,633","368","777","824","627","1,133","2,272","2,838","1,778","908","106","2","12,176","12,176","364","740","665","616","1,039","1,874","2,527","2,032","1,909","399","11"
"전라남도 고흥군 (4677000000)","59,576","59,576","1,824","3,150","3,125","3,037","4,981","9,085","13,420","11,285","7,963","1,660","46","29,445","29,445","909","1,669","1,832","1,644","2,803","5,284","7,066","5,277","2,604","354","3","30,131","30,131","915","1,481","1,293","1,393","2,178","3,801","6,354","6,008","5,359","1,306","43"
"전라남도 보성군 (4678000000)","36,660","36,660","1,128","2,176","2,107","1,959","3,187","5,758","8,076","6,410","4,807","1,030","22","18,040","18,040","574","1,110","1,187","1,087","1,736","3,326","4,261","3,007","1,542","206","4","18,620","18,620","554","1,066","920","872","1,451","2,432","3,815","3,403","3,265","824","18"
"전라남도 화순군 (4679000000)","60,268","60,268","2,451","4,718","5,641","4,730","6,348","10,966","11,787","7,355","5,305","946","21","29,894","29,894","1,283","2,454","2,978","2,439","3,234","5,857","6,320","3,469","1,652","205","3","30,374","30,374","1,168","2,264","2,663","2,291","3,114","5,109","5,467","3,886","3,653","741","18"
"전라남도 장흥군 (4680000000)","34,205","34,205","1,264","2,293","2,295","2,233","3,296","5,577","7,180","5,323","3,872","859","13","16,842","16,842","637","1,203","1,295","1,220","1,814","3,117","3,679","2,441","1,264","168","4","17,363","17,363","627","1,090","1,000","1,013","1,482","2,460","3,501","2,882","2,608","691","9"
"전라남도 강진군 (4681000000)","31,801","31,801","1,357","2,129","2,110","2,120","2,989","4,968","6,799","4,953","3,658","702","16","15,602","15,602","662","1,100","1,203","1,139","1,604","2,749","3,517","2,283","1,209","134","2","16,199","16,199","695","1,029","907","981","1,385","2,219","3,282","2,670","2,449","568","14"
"전라남도 해남군 (4682000000)","62,190","62,190","2,458","4,394","4,166","3,950","6,336","10,322","13,294","9,620","6,559","1,069","22","31,249","31,249","1,278","2,217","2,424","2,183","3,433","5,824","7,035","4,463","2,199","192","1","30,941","30,941","1,180","2,177","1,742","1,767","2,903","4,498","6,259","5,157","4,360","877","21"
"전라남도 영암군 (4683000000)","50,170","50,170","2,076","3,823","4,037","3,671","6,279","9,159","9,780","6,249","4,260","814","22","26,394","26,394","1,050","1,966","2,428","2,021","3,711","5,373","5,365","2,940","1,365","169","6","23,776","23,776","1,026","1,857","1,609","1,650","2,568","3,786","4,415","3,309","2,895","645","16"
"전라남도 무안군 (4684000000)","95,559","95,559","7,326","10,929","9,355","11,341","15,191","14,342","13,060","8,385","4,796","812","22","48,131","48,131","3,781","5,558","5,089","5,661","7,759","7,756","6,829","3,967","1,572","158","1","47,428","47,428","3,545","5,371","4,266","5,680","7,432","6,586","6,231","4,418","3,224","654","21"
"전라남도 함평군 (4686000000)","29,514","29,514","899","1,712","1,839","1,750","2,635","4,933","6,536","4,860","3,638","692","20","15,050","15,050","468","892","1,086","965","1,510","2,948","3,618","2,263","1,157","143","0","14,464","14,464","431","820","753","785","1,125","1,985","2,918","2,597","2,481","549","20"
"전라남도 영광군 (4687000000)","53,218","53,218","3,334","3,882","4,467","4,936","5,973","8,602","9,602","7,043","4,609","750","20","26,642","26,642","1,661","1,990","2,492","2,499","3,270","4,844","5,049","3,182","1,499","154","2","26,576","26,576","1,673","1,892","1,975","2,437","2,703","3,758","4,553","3,861","3,110","596","18"
"전라남도 장성군 (4688000000)","42,842","42,842","1,890","3,014","3,363","3,383","4,578","7,345","8,565","5,926","4,018","739","21","22,008","22,008","956","1,554","1,984","1,787","2,513","4,156","4,685","2,838","1,364","166","5","20,834","20,834","934","1,460","1,379","1,596","2,065","3,189","3,880","3,088","2,654","573","16"
"전라남도 완도군 (4689000000)","44,761","44,761","2,027","3,210","2,777","2,773","5,111","7,204","9,049","6,892","4,944","760","14","22,693","22,693","1,053","1,704","1,616","1,515","2,936","4,167","4,643","3,226","1,670","161","2","22,068","22,068","974","1,506","1,161","1,258","2,175","3,037","4,406","3,666","3,274","599","12"
"전라남도 진도군 (4690000000)","28,052","28,052","1,123","1,934","1,926","1,793","2,797","4,608","5,880","4,208","3,231","542","10","14,031","14,031","529","996","1,109","925","1,627","2,669","3,088","1,987","1,000","99","2","14,021","14,021","594","938","817","868","1,170","1,939","2,792","2,221","2,231","443","8"
"전라남도 신안군 (4691000000)","39,903","39,903","1,344","2,431","2,557","2,310","4,081","6,937","8,963","6,315","4,213","734","18","21,480","21,480","700","1,224","1,510","1,393","2,593","4,293","5,041","3,180","1,406","137","3","18,423","18,423","644","1,207","1,047","917","1,488","2,644","3,922","3,135","2,807","597","15"
"경상북도  (4700000000)","2,510,859","2,510,859","130,436","215,214","223,398","253,405","334,626","435,459","460,227","281,801","148,620","27,092","581","1,270,741","1,270,741","67,005","112,553","127,968","139,584","174,787","225,933","233,269","132,446","51,215","5,911","70","1,240,118","1,240,118","63,431","102,661","95,430","113,821","159,839","209,526","226,958","149,355","97,405","21,181","511"
"경상북도 포항시 (4711000000)","488,963","488,963","28,520","45,974","44,837","54,105","70,617","84,951","87,001","50,232","19,733","2,933","60","248,002","248,002","14,832","23,898","26,119","30,087","36,124","42,747","42,187","24,194","7,217","590","7","240,961","240,961","13,688","22,076","18,718","24,018","34,493","42,204","44,814","26,038","12,516","2,343","53"
"경상북도 포항시 남구 (4711100000)","216,338","216,338","11,420","20,256","20,401","22,535","31,633","37,799","38,827","23,317","8,913","1,213","24","112,260","112,260","5,921","10,558","12,418","12,890","16,678","19,867","19,025","11,311","3,358","232","2","104,078","104,078","5,499","9,698","7,983","9,645","14,955","17,932","19,802","12,006","5,555","981","22"
"경상북도 포항시 북구 (4711300000)","272,625","272,625","17,100","25,718","24,436","31,570","38,984","47,152","48,174","26,915","10,820","1,720","36","135,742","135,742","8,911","13,340","13,701","17,197","19,446","22,880","23,162","12,883","3,859","358","5","136,883","136,883","8,189","12,378","10,735","14,373","19,538","24,272","25,012","14,032","6,961","1,362","31"
"경상북도 경주시 (4713000000)","244,345","244,345","11,697","18,904","20,498","23,151","30,502","45,193","47,568","29,126","15,026","2,626","54","122,302","122,302","6,038","9,762","11,533","12,678","15,921","23,218","23,968","13,482","5,135","560","7","122,043","122,043","5,659","9,142","8,965","10,473","14,581","21,975","23,600","15,644","9,891","2,066","47"
"경상북도 김천시 (4715000000)","134,247","134,247","7,417","11,997","10,781","13,110","17,302","22,566","24,784","15,894","8,637","1,725","34","67,633","67,633","3,845","6,540","6,085","7,172","9,040","11,665","12,600","7,384","2,900","397","5","66,614","66,614","3,572","5,457","4,696","5,938","8,262","10,901","12,184","8,510","5,737","1,328","29"
"경상북도 안동시 (4717000000)","153,131","153,131","7,363","13,045","15,478","14,103","18,729","25,520","27,520","18,586","10,775","1,965","47","75,856","75,856","3,794","6,871","8,372","7,590","9,531","13,293","13,683","8,493","3,785","438","6","77,275","77,275","3,569","6,174","7,106","6,513","9,198","12,227","13,837","10,093","6,990","1,527","41"
